order_id,user_id,product_id,quantity,order_date,status,payment_method,order_value_inr,order_month
O004002,U00339,P0169,1,2024-11-27,Delivered,Debit_Card,850.0,2024-11
O004003,U00675,P0078,1,2024-06-10,Delivered,COD,1110.0,2024-06
O004004,U02962,P0040,3,2024-01-26,Cancelled,UPI,0.0,2024-01
O004005,U01868,P0050,1,2024-05-13,Delivered,Debit_Card,300.0,2024-05
O004006,U00022,P0138,1,2024-12-22,Delivered,UPI,820.0,2024-12
O004007,U03808,P0017,1,2024-04-24,Delivered,UPI,25710.0,2024-04
O004008,U02077,P0015,1,2024-06-29,Delivered,Wallet,56780.0,2024-06
O004009,U01573,P0093,1,2024-12-27,Cancelled,UPI,0.0,2024-12
O004010,U03537,P0181,1,2024-12-24,Delivered,Credit_Card,13090.0,2024-12
O004011,U02247,P0051,2,2024-05-26,Delivered,Credit_Card,3460.0,2024-05
O004012,U03459,P0121,1,2024-12-25,Delivered,UPI,460.0,2024-12
O004013,U00060,P0066,3,2024-08-02,Delivered,Credit_Card,8280.0,2024-08
O004014,U00041,P0026,1,2024-03-17,Cancelled,UPI,0.0,2024-03
O004015,U02769,P0038,4,2024-04-04,Delivered,Credit_Card,189640.0,2024-04
O004016,U04908,P0125,3,2024-08-05,Delivered,UPI,630.0,2024-08
O004017,U01370,P0092,3,2024-12-28,Cancelled,Wallet,0.0,2024-12
O004018,U03396,P0030,1,2024-02-21,Returned,Credit_Card,0.0,2024-02
O004019,U00853,P0055,1,2024-09-30,Delivered,Credit_Card,2770.0,2024-09
O004020,U01555,P0137,1,2024-06-23,Delivered,UPI,870.0,2024-06
O004021,U00378,P0016,2,2024-11-08,Delivered,Credit_Card,154520.0,2024-11
O004022,U04406,P0024,2,2024-02-02,Delivered,UPI,126640.0,2024-02
O004023,U01553,P0020,1,2024-12-25,Delivered,Debit_Card,62170.0,2024-12
O004024,U01145,P0062,1,2024-05-11,Delivered,Credit_Card,4700.0,2024-05
O004025,U03639,P0052,1,2024-10-01,Delivered,Credit_Card,4830.0,2024-10
O004026,U01005,P0126,1,2024-01-07,Cancelled,UPI,0.0,2024-01
O004027,U01200,P0078,1,2024-08-14,Delivered,Credit_Card,1110.0,2024-08
O004028,U00509,P0052,1,2024-09-11,Cancelled,Credit_Card,0.0,2024-09
O004029,U04823,P0043,1,2024-10-08,Delivered,UPI,3650.0,2024-10
O004030,U01246,P0096,1,2024-08-23,Delivered,UPI,2870.0,2024-08
O004031,U04966,P0138,1,2024-12-08,Delivered,COD,820.0,2024-12
O004032,U00875,P0066,1,2024-12-19,Delivered,UPI,2760.0,2024-12
O004033,U00094,P0071,1,2024-07-02,Delivered,Debit_Card,1510.0,2024-07
O004034,U04480,P0193,1,2024-07-17,Delivered,UPI,6390.0,2024-07
O004035,U02880,P0101,1,2024-07-21,Delivered,UPI,90.0,2024-07
O004036,U01756,P0015,4,2024-05-15,Delivered,UPI,227120.0,2024-05
O004037,U02528,P0075,2,2024-10-14,Delivered,Credit_Card,820.0,2024-10
O004038,U01319,P0084,1,2024-10-16,Returned,Credit_Card,0.0,2024-10
O004039,U03151,P0050,1,2024-05-25,Delivered,Credit_Card,300.0,2024-05
O004040,U03075,P0041,1,2024-07-25,Cancelled,UPI,0.0,2024-07
O004041,U00385,P0060,1,2024-02-24,Delivered,Wallet,3590.0,2024-02
O004042,U04571,P0033,1,2024-10-25,Returned,Debit_Card,0.0,2024-10
O004043,U02283,P0052,1,2024-09-06,Returned,Credit_Card,0.0,2024-09
O004044,U00982,P0166,1,2024-10-01,Delivered,UPI,660.0,2024-10
O004045,U01544,P0122,1,2024-07-23,Delivered,Wallet,970.0,2024-07
O004046,U04333,P0192,2,2024-11-08,Cancelled,UPI,0.0,2024-11
O004047,U01900,P0138,1,2024-07-10,Delivered,UPI,820.0,2024-07
O004048,U02783,P0096,1,2024-12-01,Delivered,UPI,2870.0,2024-12
O004049,U04752,P0100,3,2024-01-02,Delivered,UPI,12600.0,2024-01
O004050,U03242,P0178,1,2024-07-03,Delivered,UPI,720.0,2024-07
O004051,U03352,P0191,3,2024-06-10,Delivered,Debit_Card,34020.0,2024-06
O004052,U01250,P0059,1,2024-02-18,Delivered,UPI,3790.0,2024-02
O004053,U03310,P0140,1,2024-03-30,Delivered,Credit_Card,1430.0,2024-03
O004054,U01970,P0058,1,2024-09-07,Delivered,Credit_Card,4380.0,2024-09
O004055,U04571,P0009,1,2024-01-22,Delivered,Debit_Card,76510.0,2024-01
O004056,U00645,P0177,1,2024-07-30,Delivered,UPI,1960.0,2024-07
O004057,U01423,P0189,1,2024-08-21,Delivered,Credit_Card,14210.0,2024-08
O004058,U00330,P0081,1,2024-06-20,Cancelled,Wallet,0.0,2024-06
O004059,U01893,P0105,1,2024-03-31,Delivered,Credit_Card,280.0,2024-03
O004060,U00742,P0051,1,2024-06-11,Cancelled,Credit_Card,0.0,2024-06
O004061,U04228,P0173,4,2024-10-11,Returned,Wallet,0.0,2024-10
O004062,U04640,P0067,1,2024-01-06,Delivered,Credit_Card,3750.0,2024-01
O004063,U03314,P0114,2,2024-08-31,Cancelled,Credit_Card,0.0,2024-08
O004064,U00508,P0105,1,2024-12-06,Delivered,Debit_Card,280.0,2024-12
O004065,U01713,P0080,1,2024-06-07,Cancelled,UPI,0.0,2024-06
O004066,U04827,P0018,2,2024-05-02,Cancelled,UPI,0.0,2024-05
O004067,U00675,P0189,2,2024-12-25,Returned,UPI,0.0,2024-12
O004068,U02746,P0178,1,2024-07-06,Delivered,Debit_Card,720.0,2024-07
O004069,U01764,P0142,1,2024-01-14,Delivered,Credit_Card,710.0,2024-01
O004070,U04992,P0138,2,2024-03-10,Delivered,UPI,1640.0,2024-03
O004071,U01423,P0134,1,2024-05-18,Delivered,UPI,800.0,2024-05
O004072,U00242,P0003,1,2024-12-23,Cancelled,Wallet,0.0,2024-12
O004073,U03486,P0113,2,2024-11-20,Delivered,UPI,2120.0,2024-11
O004074,U01635,P0086,1,2024-03-19,Cancelled,Wallet,0.0,2024-03
O004075,U03267,P0130,1,2024-10-20,Delivered,Credit_Card,490.0,2024-10
O004076,U00512,P0076,1,2024-11-13,Delivered,COD,870.0,2024-11
O004077,U02570,P0121,1,2024-03-20,Delivered,UPI,460.0,2024-03
O004078,U01868,P0129,1,2024-05-25,Returned,UPI,0.0,2024-05
O004079,U02656,P0180,1,2024-08-12,Delivered,UPI,400.0,2024-08
O004080,U04278,P0101,1,2024-08-14,Delivered,Debit_Card,90.0,2024-08
O004081,U04859,P0141,1,2024-06-28,Cancelled,UPI,0.0,2024-06
O004082,U03741,P0032,2,2024-01-24,Returned,UPI,0.0,2024-01
O004083,U03808,P0153,1,2024-04-08,Delivered,Credit_Card,830.0,2024-04
O004084,U02603,P0166,3,2024-09-26,Delivered,Credit_Card,1980.0,2024-09
O004085,U00478,P0133,4,2024-04-03,Delivered,UPI,3480.0,2024-04
O004086,U03307,P0101,2,2024-10-06,Delivered,COD,180.0,2024-10
O004087,U00740,P0146,2,2024-09-25,Delivered,Wallet,1260.0,2024-09
O004088,U01232,P0138,2,2024-05-26,Delivered,UPI,1640.0,2024-05
O004089,U03520,P0181,1,2024-10-11,Delivered,Debit_Card,13090.0,2024-10
O004090,U03260,P0162,2,2024-01-22,Delivered,UPI,620.0,2024-01
O004091,U01575,P0030,1,2024-01-02,Delivered,UPI,33750.0,2024-01
O004092,U03838,P0160,4,2024-04-12,Cancelled,UPI,0.0,2024-04
O004093,U04708,P0139,3,2024-02-05,Delivered,Debit_Card,4020.0,2024-02
O004094,U02693,P0086,1,2024-10-20,Delivered,Credit_Card,4270.0,2024-10
O004095,U03366,P0158,1,2024-09-30,Delivered,Credit_Card,750.0,2024-09
O004096,U01368,P0001,1,2024-02-20,Delivered,UPI,34520.0,2024-02
O004097,U04851,P0006,1,2024-05-22,Delivered,Credit_Card,3620.0,2024-05
O004098,U01372,P0078,1,2024-01-17,Delivered,UPI,1110.0,2024-01
O004099,U04438,P0184,3,2024-03-17,Delivered,UPI,11190.0,2024-03
O004100,U04661,P0195,3,2024-10-04,Delivered,COD,8040.0,2024-10
O004101,U03568,P0058,1,2024-05-02,Cancelled,Wallet,0.0,2024-05
O004102,U04049,P0095,2,2024-12-11,Delivered,Debit_Card,4080.0,2024-12
O004103,U02267,P0124,1,2024-06-22,Delivered,UPI,500.0,2024-06
O004104,U04614,P0147,1,2024-05-11,Delivered,Debit_Card,1130.0,2024-05
O004105,U03697,P0189,1,2024-09-19,Delivered,COD,14210.0,2024-09
O004106,U01635,P0062,3,2024-09-27,Delivered,Debit_Card,14100.0,2024-09
O004107,U00165,P0071,1,2024-07-26,Delivered,Debit_Card,1510.0,2024-07
O004108,U02672,P0163,1,2024-10-22,Delivered,UPI,1170.0,2024-10
O004109,U04206,P0171,2,2024-08-13,Returned,Debit_Card,0.0,2024-08
O004110,U04304,P0005,1,2024-07-07,Cancelled,UPI,0.0,2024-07
O004111,U04171,P0128,1,2024-12-23,Delivered,Debit_Card,360.0,2024-12
O004112,U01082,P0046,1,2024-05-23,Delivered,UPI,350.0,2024-05
O004113,U02128,P0035,1,2024-12-19,Delivered,Credit_Card,31910.0,2024-12
O004114,U03055,P0100,4,2024-09-07,Delivered,UPI,16800.0,2024-09
O004115,U03309,P0101,1,2024-09-01,Cancelled,Credit_Card,0.0,2024-09
O004116,U01679,P0124,1,2024-01-18,Delivered,UPI,500.0,2024-01
O004117,U03445,P0164,1,2024-07-21,Delivered,Wallet,1810.0,2024-07
O004118,U02928,P0004,1,2024-07-22,Delivered,COD,58480.0,2024-07
O004119,U02807,P0189,1,2024-01-02,Delivered,Debit_Card,14210.0,2024-01
O004120,U03290,P0002,1,2024-02-23,Delivered,Credit_Card,54140.0,2024-02
O004121,U02994,P0101,1,2024-06-14,Returned,COD,0.0,2024-06
O004122,U00829,P0163,1,2024-12-18,Delivered,Debit_Card,1170.0,2024-12
O004123,U04376,P0046,1,2024-11-24,Delivered,UPI,350.0,2024-11
O004124,U01201,P0004,2,2024-05-22,Delivered,UPI,116960.0,2024-05
O004125,U03706,P0128,1,2024-04-01,Delivered,Credit_Card,360.0,2024-04
O004126,U00879,P0188,1,2024-01-08,Delivered,Debit_Card,4650.0,2024-01
O004127,U03281,P0048,1,2024-09-08,Delivered,UPI,220.0,2024-09
O004128,U04480,P0120,1,2024-04-09,Delivered,Debit_Card,770.0,2024-04
O004129,U00042,P0004,1,2024-02-08,Delivered,UPI,58480.0,2024-02
O004130,U04896,P0198,1,2024-05-15,Delivered,UPI,13020.0,2024-05
O004131,U00142,P0051,1,2024-12-27,Cancelled,Wallet,0.0,2024-12
O004132,U00049,P0017,3,2024-02-19,Delivered,UPI,77130.0,2024-02
O004133,U04294,P0004,2,2024-03-23,Cancelled,UPI,0.0,2024-03
O004134,U03524,P0086,1,2024-09-10,Delivered,UPI,4270.0,2024-09
O004135,U00518,P0185,1,2024-07-14,Delivered,UPI,10310.0,2024-07
O004136,U04701,P0135,2,2024-01-27,Delivered,UPI,1900.0,2024-01
O004137,U03329,P0176,3,2024-03-17,Delivered,Credit_Card,2850.0,2024-03
O004138,U00543,P0092,1,2024-10-20,Delivered,Credit_Card,1070.0,2024-10
O004139,U04304,P0077,1,2024-09-11,Delivered,Debit_Card,1690.0,2024-09
O004140,U02376,P0161,1,2024-01-21,Delivered,UPI,1090.0,2024-01
O004141,U01394,P0077,3,2024-08-05,Delivered,Credit_Card,5070.0,2024-08
O004142,U04127,P0196,1,2024-02-14,Delivered,Debit_Card,8240.0,2024-02
O004143,U03679,P0128,1,2024-06-30,Returned,Credit_Card,0.0,2024-06
O004144,U03097,P0184,1,2024-10-12,Delivered,UPI,3730.0,2024-10
O004145,U04491,P0025,1,2024-12-16,Returned,Debit_Card,0.0,2024-12
O004146,U04307,P0084,1,2024-05-23,Delivered,UPI,3030.0,2024-05
O004147,U01134,P0102,1,2024-02-21,Returned,Credit_Card,0.0,2024-02
O004148,U04399,P0163,1,2024-09-07,Delivered,Wallet,1170.0,2024-09
O004149,U01860,P0073,1,2024-04-15,Cancelled,UPI,0.0,2024-04
O004150,U02150,P0094,1,2024-10-23,Cancelled,Debit_Card,0.0,2024-10
O004151,U04859,P0167,1,2024-07-17,Delivered,Credit_Card,1980.0,2024-07
O004152,U03778,P0023,1,2024-12-02,Delivered,UPI,75640.0,2024-12
O004153,U01613,P0139,1,2024-10-06,Delivered,UPI,1340.0,2024-10
O004154,U03217,P0079,1,2024-05-27,Delivered,COD,1020.0,2024-05
O004155,U02660,P0117,1,2024-04-12,Delivered,COD,690.0,2024-04
O004156,U00579,P0022,2,2024-01-02,Delivered,Wallet,144580.0,2024-01
O004157,U04439,P0081,1,2024-09-12,Delivered,Debit_Card,890.0,2024-09
O004158,U04112,P0175,2,2024-02-29,Delivered,Credit_Card,2440.0,2024-02
O004159,U03876,P0012,4,2024-11-02,Delivered,UPI,170400.0,2024-11
O004160,U02768,P0163,2,2024-03-31,Delivered,Credit_Card,2340.0,2024-03
O004161,U01106,P0034,2,2024-04-10,Cancelled,UPI,0.0,2024-04
O004162,U04422,P0129,2,2024-04-23,Delivered,UPI,820.0,2024-04
O004163,U01764,P0160,1,2024-09-18,Delivered,COD,1500.0,2024-09
O004164,U00094,P0132,1,2024-02-23,Delivered,Debit_Card,620.0,2024-02
O004165,U04905,P0152,1,2024-07-06,Delivered,Debit_Card,170.0,2024-07
O004166,U04307,P0199,3,2024-01-27,Delivered,Debit_Card,10500.0,2024-01
O004167,U03095,P0076,2,2024-08-27,Delivered,UPI,1740.0,2024-08
O004168,U00055,P0150,1,2024-03-20,Delivered,Debit_Card,1360.0,2024-03
O004169,U01136,P0163,1,2024-07-08,Delivered,COD,1170.0,2024-07
O004170,U02238,P0157,1,2024-11-14,Delivered,Credit_Card,570.0,2024-11
O004171,U03126,P0113,1,2024-12-20,Returned,COD,0.0,2024-12
O004172,U03521,P0145,1,2024-03-31,Delivered,UPI,530.0,2024-03
O004173,U03943,P0156,2,2024-02-04,Delivered,Debit_Card,2060.0,2024-02
O004174,U02739,P0047,1,2024-02-27,Delivered,Debit_Card,3510.0,2024-02
O004175,U03256,P0169,2,2024-07-07,Returned,COD,0.0,2024-07
O004176,U04048,P0017,1,2024-09-09,Delivered,Credit_Card,25710.0,2024-09
O004177,U03570,P0004,1,2024-02-05,Cancelled,UPI,0.0,2024-02
O004178,U04783,P0041,1,2024-12-23,Delivered,UPI,4780.0,2024-12
O004179,U04377,P0134,1,2024-04-01,Returned,Credit_Card,0.0,2024-04
O004180,U00841,P0172,1,2024-02-25,Delivered,Credit_Card,670.0,2024-02
O004181,U04750,P0152,1,2024-03-07,Delivered,Debit_Card,170.0,2024-03
O004182,U01025,P0054,2,2024-11-08,Delivered,UPI,6780.0,2024-11
O004183,U04950,P0200,1,2024-06-17,Delivered,Credit_Card,2570.0,2024-06
O004184,U03486,P0105,1,2024-10-13,Delivered,Credit_Card,280.0,2024-10
O004185,U03121,P0091,1,2024-05-10,Delivered,Debit_Card,350.0,2024-05
O004186,U01627,P0127,1,2024-06-14,Delivered,Debit_Card,890.0,2024-06
O004187,U00656,P0031,2,2024-02-21,Delivered,Debit_Card,128380.0,2024-02
O004188,U00623,P0009,2,2024-05-31,Delivered,Debit_Card,153020.0,2024-05
O004189,U04338,P0053,1,2024-04-14,Cancelled,COD,0.0,2024-04
O004190,U02158,P0124,2,2024-04-01,Delivered,UPI,1000.0,2024-04
O004191,U02769,P0002,2,2024-07-19,Delivered,Credit_Card,108280.0,2024-07
O004192,U04685,P0148,1,2024-10-19,Cancelled,UPI,0.0,2024-10
O004193,U01287,P0120,2,2024-08-06,Delivered,UPI,1540.0,2024-08
O004194,U03795,P0106,1,2024-03-07,Delivered,UPI,1220.0,2024-03
O004195,U02333,P0004,2,2024-06-17,Delivered,Wallet,116960.0,2024-06
O004196,U01072,P0172,1,2024-10-31,Delivered,UPI,670.0,2024-10
O004197,U04276,P0062,1,2024-01-28,Delivered,Credit_Card,4700.0,2024-01
O004198,U03377,P0013,1,2024-10-14,Delivered,COD,20280.0,2024-10
O004199,U00466,P0113,1,2024-12-20,Delivered,UPI,1060.0,2024-12
O004200,U02675,P0148,1,2024-11-22,Delivered,UPI,470.0,2024-11
O004201,U04268,P0180,1,2024-02-01,Delivered,UPI,400.0,2024-02
O004202,U00331,P0134,4,2024-06-14,Delivered,Debit_Card,3200.0,2024-06
O004203,U02077,P0143,1,2024-05-15,Delivered,Credit_Card,1110.0,2024-05
O004204,U04015,P0200,1,2024-03-08,Delivered,UPI,2570.0,2024-03
O004205,U04299,P0064,1,2024-06-02,Cancelled,COD,0.0,2024-06
O004206,U03859,P0094,3,2024-11-21,Delivered,UPI,8010.0,2024-11
O004207,U01534,P0164,1,2024-10-30,Delivered,COD,1810.0,2024-10
O004208,U02491,P0164,2,2024-04-05,Delivered,UPI,3620.0,2024-04
O004209,U03690,P0131,1,2024-07-15,Delivered,Credit_Card,1020.0,2024-07
O004210,U00759,P0091,1,2024-04-17,Cancelled,Credit_Card,0.0,2024-04
O004211,U02949,P0123,1,2024-02-15,Delivered,Wallet,1120.0,2024-02
O004212,U03572,P0040,1,2024-07-04,Delivered,UPI,39580.0,2024-07
O004213,U04254,P0166,1,2024-11-18,Delivered,COD,660.0,2024-11
O004214,U00550,P0045,2,2024-10-11,Delivered,Wallet,7280.0,2024-10
O004215,U01647,P0190,1,2024-03-23,Delivered,Wallet,4110.0,2024-03
O004216,U02674,P0105,1,2024-05-17,Delivered,Credit_Card,280.0,2024-05
O004217,U03485,P0120,1,2024-11-22,Delivered,UPI,770.0,2024-11
O004218,U03630,P0095,1,2024-08-24,Delivered,Credit_Card,2040.0,2024-08
O004219,U01281,P0066,1,2024-11-16,Cancelled,COD,0.0,2024-11
O004220,U00063,P0024,1,2024-05-24,Delivered,UPI,63320.0,2024-05
O004221,U03453,P0006,3,2024-10-04,Cancelled,Debit_Card,0.0,2024-10
O004222,U04561,P0126,1,2024-04-09,Cancelled,Credit_Card,0.0,2024-04
O004223,U03980,P0081,1,2024-01-14,Cancelled,Credit_Card,0.0,2024-01
O004224,U03094,P0090,2,2024-09-18,Cancelled,UPI,0.0,2024-09
O004225,U04883,P0130,2,2024-02-16,Delivered,Debit_Card,980.0,2024-02
O004226,U02161,P0026,1,2024-08-12,Returned,UPI,0.0,2024-08
O004227,U02578,P0044,2,2024-05-23,Delivered,Credit_Card,9240.0,2024-05
O004228,U00053,P0001,1,2024-07-14,Cancelled,UPI,0.0,2024-07
O004229,U04741,P0130,2,2024-10-16,Delivered,Debit_Card,980.0,2024-10
O004230,U02897,P0011,1,2024-09-13,Delivered,Credit_Card,53470.0,2024-09
O004231,U01945,P0158,2,2024-01-08,Cancelled,Debit_Card,0.0,2024-01
O004232,U00221,P0034,2,2024-10-04,Delivered,Wallet,55520.0,2024-10
O004233,U01813,P0061,1,2024-11-19,Returned,UPI,0.0,2024-11
O004234,U00014,P0091,1,2024-10-16,Cancelled,Debit_Card,0.0,2024-10
O004235,U01627,P0107,1,2024-10-19,Delivered,UPI,1170.0,2024-10
O004236,U04767,P0162,1,2024-01-23,Delivered,UPI,310.0,2024-01
O004237,U00763,P0199,4,2024-03-24,Delivered,Credit_Card,14000.0,2024-03
O004238,U02695,P0103,3,2024-09-11,Cancelled,Wallet,0.0,2024-09
O004239,U00936,P0002,2,2024-01-24,Delivered,Wallet,108280.0,2024-01
O004240,U03912,P0064,1,2024-11-20,Returned,COD,0.0,2024-11
O004241,U02786,P0094,1,2024-12-01,Delivered,Credit_Card,2670.0,2024-12
O004242,U01015,P0131,3,2024-11-11,Delivered,Debit_Card,3060.0,2024-11
O004243,U04333,P0127,1,2024-02-07,Delivered,UPI,890.0,2024-02
O004244,U03915,P0194,1,2024-08-08,Delivered,UPI,6160.0,2024-08
O004245,U04767,P0158,1,2024-08-01,Delivered,UPI,750.0,2024-08
O004246,U00002,P0101,1,2024-11-28,Delivered,UPI,90.0,2024-11
O004247,U02263,P0163,1,2024-03-25,Cancelled,COD,0.0,2024-03
O004248,U05000,P0122,1,2024-01-04,Delivered,Credit_Card,970.0,2024-01
O004249,U04048,P0150,1,2024-07-13,Returned,Credit_Card,0.0,2024-07
O004250,U04150,P0082,2,2024-04-23,Delivered,UPI,4100.0,2024-04
O004251,U03092,P0062,1,2024-08-02,Delivered,Debit_Card,4700.0,2024-08
O004252,U03534,P0109,1,2024-12-01,Delivered,UPI,240.0,2024-12
O004253,U04015,P0054,1,2024-12-30,Delivered,COD,3390.0,2024-12
O004254,U00456,P0188,1,2024-05-20,Delivered,UPI,4650.0,2024-05
O004255,U03445,P0113,1,2024-06-15,Delivered,Credit_Card,1060.0,2024-06
O004256,U04072,P0038,1,2024-10-13,Delivered,UPI,47410.0,2024-10
O004257,U00196,P0030,1,2024-11-30,Delivered,Wallet,33750.0,2024-11
O004258,U01487,P0130,2,2024-01-05,Delivered,Wallet,980.0,2024-01
O004259,U01626,P0020,1,2024-05-06,Delivered,COD,62170.0,2024-05
O004260,U04282,P0172,1,2024-03-26,Delivered,Credit_Card,670.0,2024-03
O004261,U03892,P0068,1,2024-03-26,Delivered,Credit_Card,4330.0,2024-03
O004262,U03257,P0112,2,2024-01-24,Returned,UPI,0.0,2024-01
O004263,U04011,P0009,2,2024-02-14,Returned,Credit_Card,0.0,2024-02
O004264,U02240,P0142,1,2024-04-20,Delivered,Debit_Card,710.0,2024-04
O004265,U04378,P0011,1,2024-10-16,Cancelled,Wallet,0.0,2024-10
O004266,U01160,P0010,1,2024-07-03,Delivered,Credit_Card,67100.0,2024-07
O004267,U03500,P0199,2,2024-08-22,Delivered,COD,7000.0,2024-08
O004268,U01209,P0057,3,2024-06-05,Delivered,UPI,13710.0,2024-06
O004269,U00192,P0006,1,2024-06-09,Delivered,Credit_Card,3620.0,2024-06
O004270,U01423,P0145,1,2024-07-18,Delivered,COD,530.0,2024-07
O004271,U02438,P0013,1,2024-05-01,Delivered,Debit_Card,20280.0,2024-05
O004272,U04221,P0059,1,2024-08-11,Returned,Wallet,0.0,2024-08
O004273,U02507,P0047,1,2024-12-30,Delivered,UPI,3510.0,2024-12
O004274,U00890,P0124,1,2024-01-23,Delivered,UPI,500.0,2024-01
O004275,U04955,P0120,4,2024-07-15,Delivered,UPI,3080.0,2024-07
O004276,U01358,P0004,1,2024-10-11,Cancelled,COD,0.0,2024-10
O004277,U04916,P0026,1,2024-01-06,Delivered,UPI,52950.0,2024-01
O004278,U04698,P0032,2,2024-11-03,Delivered,UPI,109680.0,2024-11
O004279,U02680,P0184,1,2024-12-10,Delivered,UPI,3730.0,2024-12
O004280,U00453,P0195,1,2024-03-29,Cancelled,UPI,0.0,2024-03
O004281,U03461,P0139,1,2024-09-29,Delivered,Debit_Card,1340.0,2024-09
O004282,U04231,P0118,3,2024-10-10,Delivered,UPI,960.0,2024-10
O004283,U02208,P0186,1,2024-09-21,Delivered,Debit_Card,11770.0,2024-09
O004284,U01192,P0052,2,2024-04-24,Delivered,UPI,9660.0,2024-04
O004285,U04006,P0157,1,2024-05-03,Cancelled,Wallet,0.0,2024-05
O004286,U02692,P0130,1,2024-09-16,Delivered,UPI,490.0,2024-09
O004287,U00998,P0196,1,2024-06-17,Delivered,Credit_Card,8240.0,2024-06
O004288,U04761,P0049,2,2024-02-05,Delivered,Credit_Card,4440.0,2024-02
O004289,U04753,P0113,2,2024-08-16,Delivered,Credit_Card,2120.0,2024-08
O004290,U01836,P0149,1,2024-05-13,Delivered,UPI,1480.0,2024-05
O004291,U00315,P0017,1,2024-08-31,Delivered,UPI,25710.0,2024-08
O004292,U03136,P0109,2,2024-03-05,Delivered,UPI,480.0,2024-03
O004293,U01591,P0096,1,2024-08-24,Delivered,UPI,2870.0,2024-08
O004294,U00331,P0131,3,2024-01-03,Delivered,Debit_Card,3060.0,2024-01
O004295,U04461,P0042,1,2024-02-06,Delivered,Wallet,3290.0,2024-02
O004296,U04982,P0176,2,2024-04-18,Cancelled,Debit_Card,0.0,2024-04
O004297,U01747,P0116,1,2024-09-06,Delivered,Debit_Card,1000.0,2024-09
O004298,U03709,P0095,3,2024-01-03,Delivered,UPI,6120.0,2024-01
O004299,U00329,P0159,2,2024-08-22,Delivered,Debit_Card,2800.0,2024-08
O004300,U01842,P0126,1,2024-09-07,Cancelled,Credit_Card,0.0,2024-09
O004301,U00530,P0129,1,2024-05-22,Delivered,UPI,410.0,2024-05
O004302,U00271,P0092,1,2024-09-04,Delivered,Credit_Card,1070.0,2024-09
O004303,U02920,P0087,2,2024-02-25,Delivered,Debit_Card,1640.0,2024-02
O004304,U04002,P0116,2,2024-03-01,Delivered,Wallet,2000.0,2024-03
O004305,U02240,P0069,1,2024-03-08,Delivered,UPI,4690.0,2024-03
O004306,U02574,P0001,1,2024-03-19,Delivered,Debit_Card,34520.0,2024-03
O004307,U01362,P0080,3,2024-11-22,Delivered,Credit_Card,12480.0,2024-11
O004308,U03668,P0036,1,2024-07-14,Cancelled,Credit_Card,0.0,2024-07
O004309,U01805,P0101,2,2024-07-13,Delivered,UPI,180.0,2024-07
O004310,U00331,P0080,1,2024-01-23,Delivered,Credit_Card,4160.0,2024-01
O004311,U00823,P0187,1,2024-01-14,Delivered,Credit_Card,5240.0,2024-01
O004312,U00638,P0061,1,2024-10-15,Cancelled,UPI,0.0,2024-10
O004313,U02172,P0076,1,2024-01-09,Delivered,UPI,870.0,2024-01
O004314,U00326,P0004,1,2024-05-19,Returned,Credit_Card,0.0,2024-05
O004315,U04021,P0119,2,2024-08-29,Delivered,Debit_Card,2700.0,2024-08
O004316,U04553,P0049,3,2024-09-09,Delivered,UPI,6660.0,2024-09
O004317,U01249,P0041,2,2024-08-14,Delivered,Credit_Card,9560.0,2024-08
O004318,U02405,P0188,1,2024-04-04,Cancelled,Credit_Card,0.0,2024-04
O004319,U02549,P0200,1,2024-06-27,Cancelled,UPI,0.0,2024-06
O004320,U04916,P0200,1,2024-01-03,Delivered,UPI,2570.0,2024-01
O004321,U00328,P0121,1,2024-07-02,Delivered,Debit_Card,460.0,2024-07
O004322,U03309,P0021,1,2024-02-15,Delivered,UPI,48490.0,2024-02
O004323,U01730,P0040,1,2024-10-18,Delivered,UPI,39580.0,2024-10
O004324,U02472,P0200,2,2024-05-20,Delivered,Debit_Card,5140.0,2024-05
O004325,U01089,P0093,1,2024-01-13,Delivered,UPI,1930.0,2024-01
O004326,U00788,P0079,1,2024-07-04,Delivered,UPI,1020.0,2024-07
O004327,U01222,P0078,1,2024-03-25,Delivered,Wallet,1110.0,2024-03
O004328,U00346,P0102,3,2024-02-12,Returned,Debit_Card,0.0,2024-02
O004329,U01394,P0168,1,2024-06-04,Cancelled,UPI,0.0,2024-06
O004330,U03437,P0155,1,2024-07-02,Returned,UPI,0.0,2024-07
O004331,U03240,P0170,2,2024-02-16,Delivered,Credit_Card,2380.0,2024-02
O004332,U02733,P0104,2,2024-07-24,Delivered,Wallet,940.0,2024-07
O004333,U00002,P0126,3,2024-07-28,Delivered,UPI,2610.0,2024-07
O004334,U00622,P0164,1,2024-10-01,Delivered,COD,1810.0,2024-10
O004335,U04217,P0139,1,2024-03-23,Delivered,Debit_Card,1340.0,2024-03
O004336,U01368,P0077,1,2024-04-06,Delivered,UPI,1690.0,2024-04
O004337,U04577,P0035,1,2024-06-27,Cancelled,UPI,0.0,2024-06
O004338,U04377,P0085,4,2024-12-20,Delivered,COD,4520.0,2024-12
O004339,U00767,P0037,2,2024-05-27,Cancelled,COD,0.0,2024-05
O004340,U04489,P0140,1,2024-10-11,Delivered,Debit_Card,1430.0,2024-10
O004341,U03125,P0178,2,2024-03-12,Returned,Wallet,0.0,2024-03
O004342,U03133,P0153,2,2024-08-04,Delivered,Wallet,1660.0,2024-08
