user_id,city,gender,age,signup_date,acquisition_channel,is_premium
U01109,Pune,Male,42,2024-02-16,Social_Media,True
U01110,Bengaluru,Male,52,2024-11-19,Referral,False
U01111,Hyderabad,Male,41,2024-11-27,Paid_Search,False
U01112,Chennai,Female,57,2024-06-21,Email,True
U01113,Hyderabad,Female,30,2024-05-09,Organic,False
U01114,Mumbai,Female,56,2024-04-04,Paid_Search,True
U01115,Pune,Female,21,2024-04-24,Email,False
U01116,Bengaluru,Male,29,2024-08-30,Email,False
U01117,Bengaluru,Male,34,2024-10-18,Organic,True
U01118,Hyderabad,Male,18,2024-10-08,Organic,True
U01119,Delhi,Male,34,2024-10-25,Social_Media,False
U01120,Pune,Male,19,2024-10-09,Email,False
U01121,Mumbai,Male,23,2024-03-09,Social_Media,False
U01122,Bengaluru,Female,28,2024-05-27,Social_Media,False
U01123,Pune,Female,35,2024-01-11,Social_Media,False
U01124,Delhi,Male,57,2024-09-10,Organic,False
U01125,Bengaluru,Female,42,2024-11-25,Email,False
U01126,Chennai,Female,56,2024-12-25,Paid_Search,False
U01127,Delhi,Female,45,2024-02-07,Social_Media,False
U01128,Hyderabad,Male,33,2024-05-13,Paid_Search,False
U01129,Delhi,Male,29,2024-07-18,Paid_Search,False
U01130,Pune,Male,58,2024-01-23,Social_Media,False
U01131,Pune,Male,46,2024-10-29,Email,False
U01132,Hyderabad,Female,40,2024-12-11,Social_Media,False
U01133,Bengaluru,Male,38,2024-10-28,Referral,False
U01134,Pune,Male,33,2024-12-28,Organic,False
U01135,Hyderabad,Female,58,2024-08-05,Referral,False
U01136,Hyderabad,Female,43,2024-05-20,Organic,False
U01137,Mumbai,Male,54,2024-04-13,Organic,True
U01138,Pune,Female,39,2024-07-28,Organic,False
U01139,Chennai,Male,27,2024-04-20,Social_Media,False
U01140,Bengaluru,Male,24,2024-04-13,Email,False
U01141,Mumbai,Male,26,2024-11-11,Social_Media,True
U01142,Pune,Female,42,2024-06-19,Organic,False
U01143,Bengaluru,Female,32,2024-12-21,Organic,True
U01144,Ahmedabad,Male,30,2024-11-19,Paid_Search,False
U01145,Hyderabad,Male,59,2024-05-12,Organic,False
U01146,Hyderabad,Male,43,2024-10-19,Paid_Search,False
U01147,Mumbai,Male,38,2024-11-23,Social_Media,False
U01148,Mumbai,Male,40,2024-05-06,Email,False
U01149,Kolkata,Male,45,2024-04-15,Paid_Search,True
U01150,Mumbai,Female,55,2024-04-01,Organic,False
U01151,Chennai,Female,29,2024-10-13,Referral,False
U01152,Mumbai,Male,41,2024-02-20,Social_Media,False
U01153,Bengaluru,Male,30,2024-01-29,Referral,False
U01154,Bengaluru,Male,57,2024-10-22,Organic,False
U01155,Delhi,Male,19,2024-10-23,Paid_Search,False
U01156,Ahmedabad,Female,56,2024-08-01,Email,False
U01157,Mumbai,Other,29,2024-09-23,Organic,False
U01158,Mumbai,Male,56,2024-09-13,Social_Media,False
U01159,Mumbai,Male,31,2024-10-28,Organic,True
U01160,Delhi,Female,47,2024-04-10,Paid_Search,False
U01161,Delhi,Male,58,2024-12-11,Referral,False
U01162,Pune,Female,36,2024-04-19,Paid_Search,False
U01163,Delhi,Male,48,2024-06-30,Referral,False
U01164,Delhi,Female,42,2024-11-08,Paid_Search,False
U01165,Bengaluru,Female,21,2024-01-01,Email,False
U01166,Ahmedabad,Female,30,2024-11-14,Paid_Search,False
U01167,Mumbai,Female,53,2024-02-24,Organic,False
U01168,Bengaluru,Male,59,2024-05-28,Paid_Search,False
U01169,Hyderabad,Female,54,2024-11-04,Social_Media,False
U01170,Delhi,Female,20,2024-05-16,Referral,False
U01171,Mumbai,Male,33,2024-07-20,Paid_Search,False
U01172,Delhi,Male,43,2024-11-08,Social_Media,False
U01173,Chennai,Male,57,2024-04-26,Referral,False
U01174,Bengaluru,Male,56,2024-06-02,Referral,False
U01175,Pune,Male,36,2024-10-17,Social_Media,False
U01176,Hyderabad,Female,32,2024-03-03,Referral,False
U01177,Mumbai,Male,49,2024-08-31,Social_Media,False
U01178,Delhi,Female,38,2024-01-25,Organic,False
U01179,Mumbai,Male,18,2024-03-30,Organic,False
U01180,Chennai,Male,23,2024-03-15,Email,False
U01181,Delhi,Male,44,2024-10-20,Organic,False
U01182,Mumbai,Male,40,2024-07-28,Paid_Search,False
U01183,Delhi,Male,48,2024-12-12,Email,True
U01184,Ahmedabad,Male,29,2024-01-17,Organic,False
U01185,Delhi,Male,38,2024-05-07,Referral,False
U01186,Kolkata,Female,19,2024-12-29,Referral,False
U01187,Mumbai,Female,22,2024-09-07,Email,False
U01188,Bengaluru,Male,26,2024-06-27,Organic,False
U01189,Bengaluru,Female,37,2024-06-30,Paid_Search,False
U01190,Mumbai,Female,35,2024-05-31,Referral,False
U01191,Bengaluru,Male,39,2024-01-25,Organic,False
U01192,Bengaluru,Other,25,2024-06-28,Paid_Search,False
U01193,Kolkata,Female,51,2024-07-16,Social_Media,False
U01194,Pune,Male,26,2024-12-09,Organic,False
U01195,Chennai,Male,24,2024-06-09,Email,False
U01196,Bengaluru,Male,47,2024-06-25,Social_Media,False
U01197,Bengaluru,Male,35,2024-10-11,Organic,False
U01198,Bengaluru,Female,44,2024-03-03,Organic,False
U01199,Chennai,Male,33,2024-05-29,Organic,True
U01200,Kolkata,Female,38,2024-06-02,Organic,False
U01201,Delhi,Female,22,2024-06-04,Social_Media,False
U01202,Bengaluru,Female,46,2024-02-18,Organic,True
U01203,Delhi,Female,54,2024-12-02,Paid_Search,False
U01204,Mumbai,Male,39,2024-03-24,Referral,False
U01205,Mumbai,Male,31,2024-12-26,Social_Media,False
U01206,Hyderabad,Female,36,2024-06-25,Organic,False
U01207,Hyderabad,Male,52,2024-05-27,Email,False
U01208,Bengaluru,Male,41,2024-04-27,Organic,False
U01209,Bengaluru,Female,59,2024-12-07,Referral,True
U01210,Ahmedabad,Female,23,2024-03-03,Social_Media,False
U01211,Mumbai,Male,20,2024-07-07,Social_Media,False
U01212,Bengaluru,Female,51,2024-12-25,Social_Media,False
U01213,Bengaluru,Female,19,2024-02-18,Paid_Search,False
U01214,Bengaluru,Male,32,2024-11-22,Referral,False
U01215,Mumbai,Male,54,2024-09-13,Referral,False
U01216,Chennai,Female,32,2024-08-11,Paid_Search,False
U01217,Mumbai,Male,49,2024-05-20,Paid_Search,False
U01218,Delhi,Male,38,2024-08-02,Referral,False
U01219,Hyderabad,Male,34,2024-07-29,Paid_Search,False
U01220,Delhi,Female,51,2024-11-13,Referral,False
U01221,Pune,Male,49,2024-02-01,Social_Media,False
U01222,Pune,Male,40,2024-06-06,Social_Media,False
U01223,Bengaluru,Male,52,2024-10-11,Organic,False
U01224,Chennai,Other,54,2024-10-31,Organic,False
U01225,Delhi,Male,58,2024-10-12,Paid_Search,False
U01226,Ahmedabad,Female,54,2024-05-23,Social_Media,False
U01227,Delhi,Female,50,2024-01-19,Social_Media,False
U01228,Ahmedabad,Male,42,2024-01-18,Social_Media,True
U01229,Chennai,Other,54,2024-09-13,Social_Media,False
U01230,Mumbai,Female,57,2024-03-18,Referral,False
U01231,Delhi,Female,38,2024-06-23,Organic,False
U01232,Ahmedabad,Male,55,2024-07-12,Social_Media,True
U01233,Pune,Female,57,2024-04-22,Organic,False
U01234,Bengaluru,Female,51,2024-04-23,Paid_Search,False
U01235,Hyderabad,Other,36,2024-08-09,Organic,False
U01236,Mumbai,Male,44,2024-06-14,Paid_Search,False
U01237,Bengaluru,Female,26,2024-11-14,Paid_Search,False
U01238,Mumbai,Male,22,2024-05-11,Organic,False
U01239,Mumbai,Male,22,2024-09-20,Paid_Search,False
U01240,Chennai,Male,42,2024-02-24,Email,False
U01241,Mumbai,Female,43,2024-12-24,Organic,True
U01242,Pune,Male,36,2024-05-10,Social_Media,False
U01243,Bengaluru,Female,47,2024-10-14,Paid_Search,False
U01244,Mumbai,Other,53,2024-09-22,Paid_Search,False
U01245,Mumbai,Male,33,2024-06-10,Organic,False
U01246,Mumbai,Female,24,2024-03-27,Organic,False
U01247,Bengaluru,Male,35,2024-02-24,Referral,False
U01248,Bengaluru,Male,38,2024-10-14,Organic,False
U01249,Delhi,Female,48,2024-06-26,Organic,False
U01250,Mumbai,Female,18,2024-12-14,Paid_Search,False
U01251,Mumbai,Female,20,2024-01-08,Social_Media,False
U01252,Mumbai,Female,48,2024-11-16,Social_Media,True
U01253,Pune,Male,42,2024-11-08,Paid_Search,False
U01254,Kolkata,Male,25,2024-09-03,Paid_Search,False
U01255,Delhi,Male,18,2024-11-18,Paid_Search,False
U01256,Mumbai,Male,24,2024-09-11,Organic,False
U01257,Bengaluru,Male,24,2024-11-23,Paid_Search,False
U01258,Kolkata,Male,25,2024-02-23,Social_Media,True
U01259,Bengaluru,Male,36,2024-09-05,Social_Media,False
U01260,Mumbai,Male,34,2024-08-26,Social_Media,False
U01261,Mumbai,Male,28,2024-08-16,Social_Media,True
U01262,Mumbai,Female,58,2024-03-07,Organic,False
U01263,Bengaluru,Female,28,2024-02-20,Organic,False
U01264,Chennai,Female,55,2024-04-06,Paid_Search,False
U01265,Bengaluru,Male,58,2024-04-01,Social_Media,False
U01266,Hyderabad,Female,19,2024-09-20,Organic,False
U01267,Bengaluru,Female,21,2024-10-17,Email,False
U01268,Bengaluru,Male,45,2024-04-05,Paid_Search,False
U01269,Kolkata,Male,50,2024-03-28,Paid_Search,False
U01270,Bengaluru,Female,28,2024-03-18,Social_Media,False
U01271,Pune,Female,20,2024-10-14,Organic,False
U01272,Delhi,Female,57,2024-04-29,Paid_Search,False
U01273,Bengaluru,Female,22,2024-10-28,Paid_Search,False
U01274,Kolkata,Female,38,2024-06-13,Organic,True
U01275,Mumbai,Other,39,2024-06-30,Referral,False
U01276,Pune,Female,54,2024-08-10,Referral,False
U01277,Bengaluru,Male,28,2024-11-06,Organic,False
U01278,Pune,Female,39,2024-01-07,Paid_Search,False
U01279,Bengaluru,Male,58,2024-11-25,Organic,True
U01280,Delhi,Female,30,2024-09-19,Referral,False
U01281,Chennai,Female,20,2024-06-09,Paid_Search,False
U01282,Kolkata,Female,30,2024-05-30,Paid_Search,False
U01283,Kolkata,Female,45,2024-03-25,Paid_Search,False
U01284,Chennai,Male,28,2024-05-26,Paid_Search,True
U01285,Pune,Male,28,2024-04-21,Social_Media,True
U01286,Bengaluru,Male,38,2024-02-05,Social_Media,False
U01287,Mumbai,Female,38,2024-10-11,Paid_Search,False
U01288,Mumbai,Female,24,2024-07-06,Social_Media,False
U01289,Mumbai,Female,34,2024-03-22,Paid_Search,False
U01290,Mumbai,Male,31,2024-01-02,Organic,False
U01291,Delhi,Male,50,2024-10-29,Organic,False
U01292,Bengaluru,Female,28,2024-07-15,Paid_Search,False
U01293,Hyderabad,Male,30,2024-01-11,Social_Media,False
U01294,Bengaluru,Female,18,2024-08-21,Referral,True
U01295,Mumbai,Female,51,2024-07-13,Organic,False
U01296,Delhi,Female,26,2024-04-28,Paid_Search,False
U01297,Chennai,Male,30,2024-01-20,Organic,True
U01298,Chennai,Female,54,2024-09-17,Referral,False
U01299,Hyderabad,Male,47,2024-10-19,Referral,False
U01300,Bengaluru,Other,58,2024-09-12,Organic,False
U01301,Delhi,Male,54,2024-08-09,Social_Media,False
U01302,Bengaluru,Male,24,2024-08-13,Social_Media,False
U01303,Mumbai,Female,31,2024-02-22,Organic,False
U01304,Mumbai,Male,23,2024-12-20,Paid_Search,False
U01305,Bengaluru,Female,51,2024-12-07,Social_Media,True
U01306,Mumbai,Female,33,2024-12-29,Organic,False
U01307,Kolkata,Female,54,2024-10-06,Paid_Search,False
U01308,Kolkata,Other,53,2024-03-21,Organic,False
U01309,Mumbai,Male,23,2024-07-20,Paid_Search,True
U01310,Bengaluru,Female,25,2024-06-06,Referral,False
U01311,Bengaluru,Male,41,2024-04-29,Paid_Search,False
U01312,Mumbai,Male,20,2024-02-28,Organic,False
U01313,Kolkata,Female,21,2024-08-02,Organic,False
U01314,Bengaluru,Male,49,2024-05-07,Social_Media,True
U01315,Chennai,Female,18,2024-08-11,Paid_Search,False
U01316,Bengaluru,Male,51,2024-07-27,Social_Media,False
U01317,Ahmedabad,Female,26,2024-04-24,Organic,False
U01318,Mumbai,Other,29,2024-07-27,Referral,False
U01319,Chennai,Male,27,2024-01-14,Referral,False
U01320,Mumbai,Female,27,2024-01-09,Referral,False
U01321,Hyderabad,Female,40,2024-02-09,Paid_Search,False
U01322,Bengaluru,Male,23,2024-08-24,Social_Media,False
U01323,Bengaluru,Male,41,2024-10-07,Organic,False
U01324,Kolkata,Female,41,2024-12-24,Social_Media,False
U01325,Kolkata,Male,38,2024-07-19,Organic,False
U01326,Pune,Male,59,2024-09-02,Social_Media,False
U01327,Hyderabad,Female,48,2024-10-04,Paid_Search,True
U01328,Chennai,Female,58,2024-08-22,Referral,False
U01329,Bengaluru,Female,47,2024-01-04,Social_Media,False
U01330,Mumbai,Female,51,2024-06-02,Paid_Search,False
U01331,Mumbai,Female,35,2024-01-29,Referral,False
U01332,Hyderabad,Male,29,2024-04-18,Organic,False
U01333,Mumbai,Male,52,2024-04-07,Email,False
U01334,Bengaluru,Male,24,2024-08-02,Social_Media,False
U01335,Delhi,Female,58,2024-10-19,Email,False
U01336,Chennai,Male,57,2024-03-15,Organic,False
U01337,Mumbai,Male,42,2024-11-21,Organic,False
U01338,Bengaluru,Male,23,2024-05-25,Social_Media,False
U01339,Bengaluru,Male,18,2024-05-07,Email,False
U01340,Mumbai,Male,33,2024-12-06,Organic,False
U01341,Mumbai,Female,21,2024-02-11,Organic,False
U01342,Hyderabad,Male,46,2024-12-21,Organic,False
U01343,Hyderabad,Male,55,2024-02-10,Referral,False
U01344,Hyderabad,Male,45,2024-02-03,Social_Media,True
U01345,Mumbai,Female,39,2024-01-17,Paid_Search,False
U01346,Pune,Female,25,2024-06-13,Organic,True
U01347,Bengaluru,Male,49,2024-06-01,Social_Media,False
U01348,Delhi,Female,50,2024-03-16,Organic,False
U01349,Chennai,Male,30,2024-03-27,Social_Media,True
U01350,Bengaluru,Female,44,2024-04-26,Paid_Search,False
U01351,Bengaluru,Male,35,2024-12-27,Social_Media,False
U01352,Pune,Female,35,2024-12-07,Referral,True
U01353,Mumbai,Female,30,2024-01-27,Paid_Search,False
U01354,Hyderabad,Female,39,2024-11-08,Paid_Search,False
U01355,Bengaluru,Male,31,2024-10-13,Social_Media,False
U01356,Hyderabad,Male,28,2024-05-13,Organic,False
U01357,Mumbai,Female,56,2024-08-06,Referral,False
U01358,Bengaluru,Male,39,2024-06-16,Organic,True
U01359,Hyderabad,Female,53,2024-04-07,Referral,False
U01360,Mumbai,Female,34,2024-09-24,Organic,False
U01361,Mumbai,Female,49,2024-08-24,Organic,False
U01362,Bengaluru,Male,31,2024-11-04,Paid_Search,False
U01363,Bengaluru,Female,59,2024-06-21,Email,False
U01364,Mumbai,Female,46,2024-07-08,Email,False
U01365,Bengaluru,Female,23,2024-05-01,Organic,False
U01366,Kolkata,Male,21,2024-02-15,Organic,True
U01367,Bengaluru,Male,28,2024-03-04,Paid_Search,False
U01368,Delhi,Male,57,2024-05-09,Paid_Search,False
U01369,Bengaluru,Male,27,2024-11-05,Social_Media,False
U01370,Mumbai,Female,45,2024-12-28,Paid_Search,True
U01371,Kolkata,Female,28,2024-07-11,Referral,False
U01372,Bengaluru,Male,52,2024-11-02,Social_Media,False
U01373,Ahmedabad,Female,32,2024-06-29,Social_Media,True
U01374,Bengaluru,Male,25,2024-10-18,Referral,False
U01375,Chennai,Male,37,2024-10-08,Organic,True
U01376,Delhi,Male,38,2024-01-29,Organic,False
U01377,Pune,Male,18,2024-05-28,Social_Media,False
U01378,Delhi,Female,46,2024-09-23,Organic,False
U01379,Delhi,Male,41,2024-10-22,Organic,True
U01380,Bengaluru,Female,47,2024-01-11,Referral,False
U01381,Bengaluru,Male,57,2024-06-12,Social_Media,False
U01382,Kolkata,Female,52,2024-04-22,Paid_Search,False
U01383,Mumbai,Male,50,2024-07-05,Social_Media,False
U01384,Mumbai,Male,37,2024-10-21,Paid_Search,False
U01385,Chennai,Male,33,2024-08-19,Email,True
U01386,Mumbai,Male,26,2024-08-14,Organic,False
U01387,Kolkata,Male,48,2024-11-05,Social_Media,False
U01388,Chennai,Female,34,2024-04-07,Referral,False
U01389,Delhi,Female,48,2024-02-24,Paid_Search,False
U01390,Pune,Female,40,2024-04-20,Social_Media,False
U01391,Bengaluru,Female,23,2024-05-31,Email,False
U01392,Mumbai,Male,47,2024-09-02,Social_Media,False
U01393,Delhi,Male,24,2024-03-09,Paid_Search,False
U01394,Mumbai,Other,57,2024-11-07,Social_Media,False
U01395,Chennai,Female,59,2024-10-15,Referral,False
U01396,Kolkata,Female,28,2024-09-06,Paid_Search,False
U01397,Delhi,Female,51,2024-02-05,Social_Media,False
U01398,Mumbai,Male,29,2024-08-26,Paid_Search,False
U01399,Ahmedabad,Male,44,2024-05-27,Organic,False
U01400,Delhi,Male,29,2024-08-14,Organic,False
U01401,Delhi,Male,30,2024-08-31,Email,False
U01402,Mumbai,Male,25,2024-12-02,Social_Media,False
U01403,Kolkata,Male,33,2024-12-30,Organic,True
U01404,Delhi,Female,46,2024-07-19,Referral,False
U01405,Chennai,Female,52,2024-06-02,Paid_Search,False
U01406,Chennai,Female,46,2024-03-13,Referral,False
U01407,Mumbai,Female,48,2024-07-19,Organic,False
U01408,Delhi,Male,30,2024-10-22,Referral,False
U01409,Pune,Male,29,2024-01-17,Social_Media,False
U01410,Mumbai,Female,19,2024-05-08,Social_Media,False
U01411,Chennai,Male,50,2024-08-04,Organic,True
U01412,Kolkata,Male,25,2024-03-01,Paid_Search,False
U01413,Hyderabad,Male,58,2024-04-13,Organic,False
U01414,Chennai,Male,57,2024-02-11,Email,False
U01415,Chennai,Male,58,2024-01-25,Organic,False
U01416,Pune,Male,49,2024-02-08,Social_Media,False
U01417,Mumbai,Male,55,2024-10-17,Organic,True
U01418,Bengaluru,Female,45,2024-05-10,Organic,False
U01419,Mumbai,Male,32,2024-08-16,Paid_Search,False
U01420,Hyderabad,Male,40,2024-04-17,Referral,False
U01421,Delhi,Male,41,2024-06-20,Referral,True
U01422,Chennai,Male,30,2024-04-11,Email,True
U01423,Mumbai,Female,38,2024-12-19,Referral,False
U01424,Hyderabad,Female,29,2024-01-12,Organic,False
U01425,Bengaluru,Female,30,2024-10-01,Referral,False
U01426,Chennai,Male,56,2024-04-10,Paid_Search,False
U01427,Delhi,Female,40,2024-02-13,Referral,False
U01428,Bengaluru,Female,45,2024-10-31,Organic,True
U01429,Mumbai,Male,31,2024-01-17,Referral,False
U01430,Chennai,Female,34,2024-11-25,Organic,False
U01431,Delhi,Male,41,2024-02-26,Paid_Search,False
U01432,Bengaluru,Female,51,2024-11-06,Organic,False
U01433,Ahmedabad,Female,39,2024-10-29,Organic,False
U01434,Hyderabad,Male,27,2024-01-12,Paid_Search,False
U01435,Kolkata,Female,25,2024-11-13,Referral,False
U01436,Delhi,Male,38,2024-03-20,Referral,False
U01437,Delhi,Male,54,2024-08-03,Organic,False
U01438,Pune,Other,24,2024-12-04,Organic,False
U01439,Delhi,Female,43,2024-09-20,Paid_Search,False
U01440,Hyderabad,Male,30,2024-05-28,Referral,True
U01441,Mumbai,Male,33,2024-03-21,Organic,False
U01442,Delhi,Male,47,2024-08-02,Paid_Search,False
U01443,Bengaluru,Male,48,2024-07-16,Organic,False
U01444,Bengaluru,Female,22,2024-07-18,Paid_Search,False
U01445,Bengaluru,Female,49,2024-01-25,Organic,False
U01446,Bengaluru,Female,33,2024-03-29,Organic,False
U01447,Ahmedabad,Male,26,2024-09-24,Organic,False
U01448,Mumbai,Female,39,2024-05-22,Organic,False
U01449,Hyderabad,Male,57,2024-02-28,Organic,False
U01450,Pune,Female,54,2024-12-30,Social_Media,False
U01451,Delhi,Female,31,2024-01-26,Organic,True
U01452,Bengaluru,Female,33,2024-02-16,Organic,False
U01453,Chennai,Male,37,2024-10-14,Organic,False
U01454,Hyderabad,Male,32,2024-09-22,Referral,True
U01455,Chennai,Male,43,2024-01-16,Social_Media,False
U01456,Chennai,Female,26,2024-07-17,Social_Media,True
U01457,Ahmedabad,Male,18,2024-10-08,Paid_Search,False
U01458,Delhi,Male,52,2024-03-26,Organic,True
U01459,Mumbai,Male,37,2024-09-06,Organic,False
U01460,Hyderabad,Female,23,2024-09-26,Paid_Search,False
U01461,Bengaluru,Male,59,2024-11-30,Social_Media,False
U01462,Pune,Female,27,2024-04-26,Referral,False
U01463,Bengaluru,Female,50,2024-01-07,Referral,False
U01464,Mumbai,Female,33,2024-05-16,Paid_Search,False
U01465,Chennai,Male,53,2024-06-24,Paid_Search,False
U01466,Delhi,Male,23,2024-11-23,Organic,False
U01467,Mumbai,Male,36,2024-11-10,Organic,True
U01468,Delhi,Male,48,2024-08-02,Email,True
U01469,Pune,Male,19,2024-03-22,Organic,False
U01470,Mumbai,Female,35,2024-08-10,Email,False
U01471,Pune,Male,59,2024-04-12,Paid_Search,True
U01472,Bengaluru,Female,45,2024-09-29,Paid_Search,False
U01473,Chennai,Male,21,2024-01-14,Organic,False
U01474,Pune,Female,18,2024-06-07,Social_Media,False
U01475,Bengaluru,Female,59,2024-05-31,Paid_Search,False
U01476,Delhi,Female,33,2024-04-17,Paid_Search,False
U01477,Bengaluru,Female,19,2024-07-06,Organic,True
U01478,Hyderabad,Female,53,2024-10-27,Organic,False
U01479,Delhi,Female,18,2024-04-07,Paid_Search,False
U01480,Hyderabad,Male,56,2024-05-10,Paid_Search,False
U01481,Bengaluru,Male,40,2024-10-19,Social_Media,False
U01482,Bengaluru,Male,43,2024-06-19,Social_Media,False
U01483,Bengaluru,Male,28,2024-07-01,Paid_Search,False
U01484,Mumbai,Male,59,2024-12-29,Social_Media,False
U01485,Delhi,Male,18,2024-02-08,Organic,False
U01486,Pune,Male,28,2024-01-15,Social_Media,False
U01487,Hyderabad,Male,41,2024-01-04,Organic,False
U01488,Delhi,Male,27,2024-12-14,Organic,False
U01489,Kolkata,Female,31,2024-07-28,Organic,False
U01490,Hyderabad,Male,31,2024-06-09,Referral,False
U01491,Kolkata,Female,24,2024-01-16,Organic,False
U01492,Delhi,Male,40,2024-04-17,Organic,True
U01493,Mumbai,Female,39,2024-11-06,Paid_Search,True
U01494,Bengaluru,Female,53,2024-08-14,Organic,False
U01495,Chennai,Female,44,2024-06-18,Social_Media,False
U01496,Bengaluru,Female,19,2024-02-03,Social_Media,False
U01497,Mumbai,Male,56,2024-09-07,Referral,False
U01498,Delhi,Other,36,2024-09-03,Organic,False
U01499,Delhi,Female,24,2024-09-25,Organic,False
U01500,Hyderabad,Female,29,2024-05-20,Social_Media,True
U01501,Bengaluru,Female,20,2024-09-30,Social_Media,False
U01502,Mumbai,Male,22,2024-04-05,Organic,False
U01503,Hyderabad,Female,25,2024-08-14,Social_Media,False
U01504,Ahmedabad,Male,31,2024-02-08,Referral,False
U01505,Chennai,Female,53,2024-10-28,Organic,False
U01506,Kolkata,Male,24,2024-01-29,Social_Media,True
U01507,Chennai,Female,24,2024-11-13,Organic,False
U01508,Delhi,Male,49,2024-09-01,Email,False
U01509,Bengaluru,Male,25,2024-08-23,Paid_Search,False
U01510,Hyderabad,Female,29,2024-07-03,Organic,False
U01511,Hyderabad,Female,27,2024-09-28,Paid_Search,False
U01512,Hyderabad,Female,31,2024-08-23,Email,False
U01513,Delhi,Male,26,2024-08-26,Social_Media,False
U01514,Delhi,Male,55,2024-09-22,Paid_Search,False
U01515,Mumbai,Female,47,2024-12-24,Social_Media,True
U01516,Delhi,Other,22,2024-12-05,Social_Media,False
U01517,Bengaluru,Female,18,2024-03-05,Organic,False
U01518,Chennai,Male,18,2024-06-25,Organic,False
U01519,Bengaluru,Female,37,2024-01-03,Social_Media,False
U01520,Bengaluru,Male,28,2024-05-21,Paid_Search,False
U01521,Delhi,Female,43,2024-06-06,Organic,True
U01522,Hyderabad,Male,20,2024-11-19,Referral,False
U01523,Delhi,Male,23,2024-05-25,Paid_Search,False
U01524,Mumbai,Female,28,2024-10-19,Paid_Search,True
U01525,Delhi,Female,25,2024-06-01,Organic,False
U01526,Mumbai,Male,46,2024-07-11,Social_Media,False
U01527,Kolkata,Male,27,2024-03-13,Social_Media,False
U01528,Kolkata,Male,51,2024-10-31,Social_Media,False
U01529,Delhi,Female,41,2024-12-09,Organic,False
U01530,Mumbai,Male,34,2024-05-19,Social_Media,True
U01531,Chennai,Male,49,2024-07-05,Referral,False
U01532,Bengaluru,Female,28,2024-10-19,Paid_Search,True
U01533,Delhi,Female,51,2024-03-01,Organic,False
U01534,Mumbai,Female,41,2024-07-16,Referral,False
U01535,Kolkata,Male,22,2024-10-21,Organic,False
U01536,Bengaluru,Female,46,2024-11-14,Organic,False
U01537,Delhi,Female,51,2024-10-28,Organic,False
U01538,Chennai,Female,33,2024-12-09,Organic,False
U01539,Delhi,Female,42,2024-01-11,Paid_Search,False
U01540,Bengaluru,Male,54,2024-03-02,Organic,False
U01541,Ahmedabad,Other,25,2024-11-28,Referral,False
U01542,Delhi,Male,46,2024-08-13,Paid_Search,False
U01543,Hyderabad,Male,42,2024-06-01,Social_Media,False
U01544,Mumbai,Male,59,2024-07-17,Paid_Search,False
U01545,Delhi,Male,40,2024-02-21,Social_Media,False
U01546,Delhi,Other,51,2024-09-16,Paid_Search,False
U01547,Bengaluru,Female,20,2024-02-28,Social_Media,False
U01548,Bengaluru,Female,47,2024-03-12,Referral,False
U01549,Pune,Female,51,2024-05-27,Social_Media,False
U01550,Mumbai,Male,49,2024-12-14,Paid_Search,False
U01551,Bengaluru,Male,46,2024-03-03,Referral,True
U01552,Delhi,Female,26,2024-11-05,Paid_Search,False
U01553,Chennai,Female,19,2024-08-30,Organic,False
U01554,Bengaluru,Male,56,2024-11-25,Organic,False
U01555,Delhi,Female,24,2024-04-16,Email,False
U01556,Bengaluru,Male,22,2024-08-13,Organic,True
U01557,Bengaluru,Male,25,2024-11-08,Referral,False
U01558,Bengaluru,Male,49,2024-08-05,Organic,True
U01559,Pune,Male,35,2024-08-28,Paid_Search,True
U01560,Bengaluru,Female,55,2024-09-15,Social_Media,False
U01561,Bengaluru,Female,35,2024-09-18,Organic,True
U01562,Delhi,Male,58,2024-01-05,Social_Media,False
U01563,Pune,Female,33,2024-09-17,Social_Media,False
U01564,Mumbai,Female,38,2024-02-23,Paid_Search,False
U01565,Delhi,Male,27,2024-02-16,Social_Media,True
U01566,Bengaluru,Male,59,2024-08-02,Organic,False
U01567,Delhi,Other,21,2024-06-25,Paid_Search,True
U01568,Delhi,Female,25,2024-01-09,Organic,False
U01569,Delhi,Other,36,2024-04-08,Paid_Search,False
U01570,Mumbai,Male,57,2024-01-20,Referral,True
U01571,Mumbai,Female,57,2024-08-28,Social_Media,False
U01572,Bengaluru,Male,26,2024-03-01,Social_Media,False
U01573,Mumbai,Male,47,2024-06-26,Social_Media,False
U01574,Bengaluru,Male,34,2024-12-03,Organic,False
U01575,Chennai,Male,57,2024-03-02,Social_Media,False
U01576,Ahmedabad,Male,32,2024-05-24,Social_Media,False
U01577,Ahmedabad,Male,21,2024-08-03,Organic,False
U01578,Pune,Male,23,2024-01-03,Referral,False
U01579,Hyderabad,Female,33,2024-06-08,Social_Media,False
U01580,Hyderabad,Male,43,2024-08-14,Organic,True
U01581,Mumbai,Male,54,2024-09-25,Paid_Search,False
U01582,Hyderabad,Male,40,2024-04-29,Paid_Search,False
U01583,Delhi,Male,30,2024-03-29,Organic,True
U01584,Delhi,Female,34,2024-11-24,Referral,False
U01585,Chennai,Male,44,2024-03-08,Referral,False
U01586,Mumbai,Female,39,2024-12-22,Social_Media,False
U01587,Mumbai,Male,54,2024-04-07,Referral,False
U01588,Kolkata,Male,36,2024-09-23,Referral,False
