event_id,user_id,product_id,event_type,timestamp,device,session_id
E00014264,U01378,P0034,view,2024-05-10 10:18:53,Mobile,SU01378_20240510101644
E00014265,U01378,P0034,add_to_cart,2024-05-10 10:19:50,Desktop,SU01378_20240510101644
E00014266,U01378,P0034,checkout,2024-05-10 10:20:57,Mobile,SU01378_20240510101644
E00014267,U01378,P0034,purchase,2024-05-10 10:16:46,Desktop,SU01378_20240510101644
E00014268,U01378,P0144,view,2024-07-24 15:01:31,Mobile,SU01378_20240724145912
E00014269,U01378,P0192,view,2024-09-02 20:23:40,Mobile,SU01378_20240902201912
E00014270,U01378,P0081,view,2024-10-29 14:23:36,Mobile,SU01378_20241029142140
E00014271,U01378,P0067,view,2024-01-26 09:06:50,Mobile,SU01378_20240126090400
E00014272,U01379,P0061,view,2024-07-02 05:40:30,Mobile,SU01379_20240702053645
E00014273,U01379,P0090,view,2024-05-06 06:56:44,Tablet,SU01379_20240506065421
E00014274,U01379,P0009,view,2024-08-26 22:08:24,Mobile,SU01379_20240826220418
E00014275,U01379,P0096,view,2024-10-27 20:42:39,Mobile,SU01379_20241027204042
E00014276,U01379,P0051,view,2024-08-06 06:28:46,Mobile,SU01379_20240806062413
E00014277,U01380,P0104,view,2024-09-22 00:33:08,Mobile,SU01380_20240922002811
E00014278,U01380,P0104,add_to_cart,2024-09-22 00:29:12,Desktop,SU01380_20240922002811
E00014279,U01380,P0104,checkout,2024-09-22 00:31:25,Desktop,SU01380_20240922002811
E00014280,U01380,P0104,purchase,2024-09-22 00:32:39,Mobile,SU01380_20240922002811
E00014281,U01380,P0011,view,2024-03-17 14:32:06,Mobile,SU01380_20240317142945
E00014282,U01380,P0008,view,2024-09-17 09:14:39,Desktop,SU01380_20240917091036
E00014283,U01380,P0008,add_to_cart,2024-09-17 09:12:23,Mobile,SU01380_20240917091036
E00014284,U01380,P0008,checkout,2024-09-17 09:12:56,Mobile,SU01380_20240917091036
E00014285,U01380,P0008,purchase,2024-09-17 09:10:36,Mobile,SU01380_20240917091036
E00014286,U01380,P0185,view,2024-01-10 10:44:21,Desktop,SU01380_20240110104104
E00014287,U01380,P0185,add_to_cart,2024-01-10 10:43:15,Desktop,SU01380_20240110104104
E00014288,U01380,P0081,view,2024-03-24 10:16:31,Mobile,SU01380_20240324101539
E00014289,U01380,P0081,add_to_cart,2024-03-24 10:16:51,Mobile,SU01380_20240324101539
E00014290,U01380,P0081,checkout,2024-03-24 10:20:03,Mobile,SU01380_20240324101539
E00014291,U01380,P0081,purchase,2024-03-24 10:20:11,Mobile,SU01380_20240324101539
E00014292,U01380,P0116,view,2024-05-31 23:33:27,Mobile,SU01380_20240531232830
E00014293,U01381,P0052,view,2024-03-10 18:40:33,Desktop,SU01381_20240310183804
E00014294,U01381,P0120,view,2024-07-18 06:47:40,Mobile,SU01381_20240718064517
E00014295,U01381,P0069,view,2024-07-26 13:08:36,Mobile,SU01381_20240726130515
E00014296,U01381,P0191,view,2024-09-16 20:13:42,Mobile,SU01381_20240916201323
E00014297,U01381,P0191,add_to_cart,2024-09-16 20:14:32,Mobile,SU01381_20240916201323
E00014298,U01381,P0051,view,2024-08-19 05:29:48,Desktop,SU01381_20240819052456
E00014299,U01382,P0068,view,2024-09-04 04:13:24,Mobile,SU01382_20240904041227
E00014300,U01382,P0068,add_to_cart,2024-09-04 04:13:42,Mobile,SU01382_20240904041227
E00014301,U01382,P0182,view,2024-04-13 23:40:14,Mobile,SU01382_20240413233520
E00014302,U01382,P0182,add_to_cart,2024-04-13 23:35:55,Desktop,SU01382_20240413233520
E00014303,U01382,P0182,checkout,2024-04-13 23:36:05,Desktop,SU01382_20240413233520
E00014304,U01382,P0182,purchase,2024-04-13 23:39:30,Mobile,SU01382_20240413233520
E00014305,U01382,P0112,view,2024-09-05 05:22:09,Desktop,SU01382_20240905052147
E00014306,U01382,P0137,view,2024-08-07 11:45:48,Mobile,SU01382_20240807114452
E00014307,U01382,P0153,view,2024-09-28 18:26:35,Desktop,SU01382_20240928182348
E00014308,U01382,P0153,add_to_cart,2024-09-28 18:26:21,Desktop,SU01382_20240928182348
E00014309,U01382,P0068,view,2024-02-07 06:08:42,Desktop,SU01382_20240207060446
E00014310,U01382,P0163,view,2024-08-23 00:55:06,Mobile,SU01382_20240823005106
E00014311,U01382,P0163,add_to_cart,2024-08-23 00:52:46,Mobile,SU01382_20240823005106
E00014312,U01382,P0006,view,2024-08-31 17:29:27,Mobile,SU01382_20240831172549
E00014313,U01382,P0006,add_to_cart,2024-08-31 17:27:57,Mobile,SU01382_20240831172549
E00014314,U01382,P0006,checkout,2024-08-31 17:28:33,Desktop,SU01382_20240831172549
E00014315,U01382,P0006,purchase,2024-08-31 17:28:59,Desktop,SU01382_20240831172549
E00014316,U01382,P0070,view,2024-07-02 17:16:56,Mobile,SU01382_20240702171254
E00014317,U01382,P0054,view,2024-12-11 11:54:36,Mobile,SU01382_20241211115142
E00014318,U01382,P0054,add_to_cart,2024-12-11 11:54:38,Mobile,SU01382_20241211115142
E00014319,U01383,P0197,view,2024-04-05 21:43:24,Mobile,SU01383_20240405214151
E00014320,U01383,P0048,view,2024-02-11 12:11:08,Mobile,SU01383_20240211120709
E00014321,U01383,P0048,add_to_cart,2024-02-11 12:10:35,Mobile,SU01383_20240211120709
E00014322,U01383,P0121,view,2024-07-01 23:40:01,Tablet,SU01383_20240701233710
E00014323,U01383,P0121,view,2024-02-27 05:39:48,Desktop,SU01383_20240227053918
E00014324,U01384,P0163,view,2024-07-18 05:23:56,Desktop,SU01384_20240718051919
E00014325,U01385,P0031,view,2024-10-27 21:42:07,Mobile,SU01385_20241027214046
E00014326,U01385,P0062,view,2024-12-06 19:11:06,Mobile,SU01385_20241206190742
E00014327,U01385,P0056,view,2024-11-09 04:14:38,Mobile,SU01385_20241109040947
E00014328,U01385,P0056,add_to_cart,2024-11-09 04:11:23,Desktop,SU01385_20241109040947
E00014329,U01385,P0056,checkout,2024-11-09 04:11:56,Mobile,SU01385_20241109040947
E00014330,U01385,P0056,purchase,2024-11-09 04:14:13,Mobile,SU01385_20241109040947
E00014331,U01385,P0077,view,2024-10-30 01:54:57,Desktop,SU01385_20241030015405
E00014332,U01385,P0054,view,2024-01-23 06:15:42,Desktop,SU01385_20240123061335
E00014333,U01385,P0129,view,2024-08-22 01:07:04,Mobile,SU01385_20240822010316
E00014334,U01385,P0129,add_to_cart,2024-08-22 01:07:34,Mobile,SU01385_20240822010316
E00014335,U01386,P0003,view,2024-06-16 12:02:09,Mobile,SU01386_20240616115759
E00014336,U01386,P0195,view,2024-02-10 13:45:14,Mobile,SU01386_20240210134452
E00014337,U01386,P0193,view,2024-11-03 18:45:38,Mobile,SU01386_20241103184211
E00014338,U01386,P0094,view,2024-03-28 04:29:01,Desktop,SU01386_20240328042801
E00014339,U01386,P0110,view,2024-05-04 09:18:35,Mobile,SU01386_20240504091619
E00014340,U01386,P0110,add_to_cart,2024-05-04 09:16:37,Mobile,SU01386_20240504091619
E00014341,U01386,P0136,view,2024-12-18 06:15:03,Tablet,SU01386_20241218061319
E00014342,U01386,P0175,view,2024-04-15 15:59:58,Mobile,SU01386_20240415155724
E00014343,U01386,P0188,view,2024-03-07 20:22:29,Mobile,SU01386_20240307202012
E00014344,U01386,P0051,view,2024-02-09 20:55:35,Mobile,SU01386_20240209205530
E00014345,U01386,P0051,add_to_cart,2024-02-09 20:59:54,Desktop,SU01386_20240209205530
E00014346,U01387,P0090,view,2024-10-07 00:58:20,Mobile,SU01387_20241007005424
E00014347,U01387,P0090,add_to_cart,2024-10-07 00:57:12,Mobile,SU01387_20241007005424
E00014348,U01387,P0177,view,2024-06-15 03:07:15,Mobile,SU01387_20240615030712
E00014349,U01387,P0068,view,2024-11-19 02:19:35,Tablet,SU01387_20241119021829
E00014350,U01387,P0132,view,2024-12-18 00:38:21,Mobile,SU01387_20241218003752
E00014351,U01387,P0049,view,2024-11-05 22:09:18,Mobile,SU01387_20241105220818
E00014352,U01387,P0142,view,2024-06-10 10:36:39,Desktop,SU01387_20240610103220
E00014353,U01387,P0142,add_to_cart,2024-06-10 10:35:39,Desktop,SU01387_20240610103220
E00014354,U01388,P0066,view,2024-07-12 16:05:37,Mobile,SU01388_20240712160332
E00014355,U01388,P0022,view,2024-06-18 22:41:11,Tablet,SU01388_20240618223732
E00014356,U01388,P0133,view,2024-10-03 07:11:32,Tablet,SU01388_20241003070846
E00014357,U01388,P0129,view,2024-01-14 15:03:31,Mobile,SU01388_20240114150115
E00014358,U01389,P0069,view,2024-04-23 07:45:40,Mobile,SU01389_20240423074519
E00014359,U01389,P0169,view,2024-08-09 05:51:52,Tablet,SU01389_20240809054659
E00014360,U01389,P0191,view,2024-02-02 12:36:30,Mobile,SU01389_20240202123130
E00014361,U01389,P0191,add_to_cart,2024-02-02 12:33:12,Desktop,SU01389_20240202123130
E00014362,U01389,P0161,view,2024-01-31 17:20:37,Desktop,SU01389_20240131172020
E00014363,U01389,P0096,view,2024-12-16 08:17:19,Desktop,SU01389_20241216081336
E00014364,U01389,P0096,add_to_cart,2024-12-16 08:16:31,Mobile,SU01389_20241216081336
E00014365,U01389,P0096,checkout,2024-12-16 08:14:03,Desktop,SU01389_20241216081336
E00014366,U01389,P0096,purchase,2024-12-16 08:16:41,Mobile,SU01389_20241216081336
E00014367,U01389,P0041,view,2024-08-26 20:22:20,Mobile,SU01389_20240826202035
E00014368,U01389,P0167,view,2024-11-15 10:06:10,Mobile,SU01389_20241115100551
E00014369,U01389,P0156,view,2024-06-19 07:04:13,Desktop,SU01389_20240619070048
E00014370,U01389,P0057,view,2024-11-01 00:14:39,Mobile,SU01389_20241101001429
E00014371,U01390,P0043,view,2024-07-19 19:58:48,Desktop,SU01390_20240719195643
E00014372,U01390,P0103,view,2024-01-24 10:08:33,Mobile,SU01390_20240124100533
E00014373,U01390,P0103,add_to_cart,2024-01-24 10:05:34,Mobile,SU01390_20240124100533
E00014374,U01390,P0008,view,2024-10-24 15:02:55,Mobile,SU01390_20241024145910
E00014375,U01390,P0152,view,2024-05-09 15:55:14,Desktop,SU01390_20240509155414
E00014376,U01390,P0071,view,2024-04-29 11:30:11,Mobile,SU01390_20240429112941
E00014377,U01390,P0175,view,2024-01-07 04:48:20,Mobile,SU01390_20240107044423
E00014378,U01390,P0175,add_to_cart,2024-01-07 04:45:46,Mobile,SU01390_20240107044423
E00014379,U01390,P0175,checkout,2024-01-07 04:45:37,Desktop,SU01390_20240107044423
E00014380,U01390,P0161,view,2024-02-08 23:16:06,Mobile,SU01390_20240208231304
E00014381,U01390,P0161,add_to_cart,2024-02-08 23:17:49,Mobile,SU01390_20240208231304
E00014382,U01390,P0084,view,2024-05-27 11:07:47,Mobile,SU01390_20240527110745
E00014383,U01390,P0084,add_to_cart,2024-05-27 11:08:50,Mobile,SU01390_20240527110745
E00014384,U01390,P0084,checkout,2024-05-27 11:12:17,Mobile,SU01390_20240527110745
E00014385,U01390,P0084,purchase,2024-05-27 11:08:04,Mobile,SU01390_20240527110745
E00014386,U01391,P0195,view,2024-12-04 11:58:40,Mobile,SU01391_20241204115524
E00014387,U01391,P0033,view,2024-04-08 23:11:14,Mobile,SU01391_20240408231046
E00014388,U01391,P0033,add_to_cart,2024-04-08 23:11:49,Mobile,SU01391_20240408231046
E00014389,U01391,P0009,view,2024-12-30 19:00:19,Mobile,SU01391_20241230185529
E00014390,U01391,P0009,add_to_cart,2024-12-30 18:55:57,Mobile,SU01391_20241230185529
E00014391,U01392,P0089,view,2024-07-18 11:54:55,Mobile,SU01392_20240718115223
E00014392,U01392,P0182,view,2024-11-03 02:29:32,Desktop,SU01392_20241103022543
E00014393,U01392,P0182,add_to_cart,2024-11-03 02:30:07,Mobile,SU01392_20241103022543
E00014394,U01392,P0182,checkout,2024-11-03 02:29:51,Mobile,SU01392_20241103022543
E00014395,U01392,P0182,purchase,2024-11-03 02:27:27,Mobile,SU01392_20241103022543
E00014396,U01392,P0151,view,2024-04-15 21:09:15,Mobile,SU01392_20240415210446
E00014397,U01392,P0039,view,2024-07-17 05:33:03,Mobile,SU01392_20240717053045
E00014398,U01392,P0085,view,2024-01-07 22:15:35,Mobile,SU01392_20240107221248
E00014399,U01392,P0085,add_to_cart,2024-01-07 22:13:41,Mobile,SU01392_20240107221248
E00014400,U01392,P0085,checkout,2024-01-07 22:13:31,Mobile,SU01392_20240107221248
E00014401,U01392,P0085,purchase,2024-01-07 22:16:56,Mobile,SU01392_20240107221248
E00014402,U01392,P0038,view,2024-06-30 17:31:40,Desktop,SU01392_20240630173004
E00014403,U01392,P0036,view,2024-01-28 19:07:34,Mobile,SU01392_20240128190351
E00014404,U01392,P0034,view,2024-03-16 08:13:17,Desktop,SU01392_20240316080817
E00014405,U01392,P0026,view,2024-07-26 10:57:19,Tablet,SU01392_20240726105301
E00014406,U01392,P0026,add_to_cart,2024-07-26 10:56:06,Mobile,SU01392_20240726105301
E00014407,U01392,P0026,checkout,2024-07-26 10:57:00,Mobile,SU01392_20240726105301
E00014408,U01392,P0026,purchase,2024-07-26 10:57:31,Mobile,SU01392_20240726105301
E00014409,U01392,P0135,view,2024-04-22 18:58:59,Mobile,SU01392_20240422185819
E00014410,U01392,P0135,add_to_cart,2024-04-22 19:01:12,Desktop,SU01392_20240422185819
E00014411,U01393,P0063,view,2024-11-28 03:49:13,Desktop,SU01393_20241128034846
E00014412,U01393,P0032,view,2024-04-05 12:50:43,Mobile,SU01393_20240405124549
E00014413,U01394,P0187,view,2024-07-03 02:30:17,Mobile,SU01394_20240703022729
E00014414,U01394,P0068,view,2024-02-28 20:25:05,Mobile,SU01394_20240228202049
E00014415,U01394,P0027,view,2024-03-24 01:17:47,Desktop,SU01394_20240324011454
E00014416,U01394,P0027,add_to_cart,2024-03-24 01:17:24,Mobile,SU01394_20240324011454
E00014417,U01394,P0027,checkout,2024-03-24 01:17:18,Mobile,SU01394_20240324011454
E00014418,U01394,P0027,purchase,2024-03-24 01:15:52,Desktop,SU01394_20240324011454
E00014419,U01395,P0183,view,2024-07-21 02:14:41,Desktop,SU01395_20240721021155
E00014420,U01395,P0131,view,2024-12-27 14:00:22,Tablet,SU01395_20241227135530
E00014421,U01395,P0131,add_to_cart,2024-12-27 13:57:40,Mobile,SU01395_20241227135530
E00014422,U01395,P0131,checkout,2024-12-27 13:57:58,Mobile,SU01395_20241227135530
E00014423,U01395,P0131,purchase,2024-12-27 13:58:20,Desktop,SU01395_20241227135530
E00014424,U01395,P0007,view,2024-08-29 17:54:59,Desktop,SU01395_20240829175112
E00014425,U01396,P0106,view,2024-09-15 17:51:13,Desktop,SU01396_20240915174809
E00014426,U01396,P0106,add_to_cart,2024-09-15 17:51:09,Desktop,SU01396_20240915174809
E00014427,U01396,P0199,view,2024-12-19 23:01:20,Mobile,SU01396_20241219225933
E00014428,U01396,P0086,view,2024-02-10 20:21:53,Mobile,SU01396_20240210201733
E00014429,U01396,P0016,view,2024-08-17 20:42:17,Desktop,SU01396_20240817203758
E00014430,U01396,P0035,view,2024-02-23 13:41:44,Desktop,SU01396_20240223134026
E00014431,U01396,P0199,view,2024-12-04 16:44:46,Mobile,SU01396_20241204164158
E00014432,U01396,P0199,add_to_cart,2024-12-04 16:45:49,Tablet,SU01396_20241204164158
E00014433,U01397,P0127,view,2024-05-12 07:54:04,Desktop,SU01397_20240512075145
E00014434,U01397,P0047,view,2024-04-26 07:56:29,Mobile,SU01397_20240426075320
E00014435,U01397,P0047,add_to_cart,2024-04-26 07:54:20,Desktop,SU01397_20240426075320
E00014436,U01397,P0047,checkout,2024-04-26 07:57:43,Tablet,SU01397_20240426075320
E00014437,U01397,P0047,purchase,2024-04-26 07:55:47,Desktop,SU01397_20240426075320
E00014438,U01397,P0189,view,2024-04-04 21:01:50,Desktop,SU01397_20240404205650
E00014439,U01397,P0064,view,2024-02-25 05:10:22,Mobile,SU01397_20240225050615
E00014440,U01397,P0158,view,2024-06-15 04:52:56,Desktop,SU01397_20240615045237
E00014441,U01397,P0158,add_to_cart,2024-06-15 04:53:08,Mobile,SU01397_20240615045237
E00014442,U01397,P0085,view,2024-07-10 07:29:32,Mobile,SU01397_20240710072626
E00014443,U01397,P0073,view,2024-01-17 14:17:57,Desktop,SU01397_20240117141317
E00014444,U01397,P0146,view,2024-07-11 21:27:30,Mobile,SU01397_20240711212357
E00014445,U01398,P0068,view,2024-08-04 08:39:48,Mobile,SU01398_20240804083854
E00014446,U01398,P0034,view,2024-05-18 11:31:14,Mobile,SU01398_20240518112933
E00014447,U01398,P0088,view,2024-02-10 10:22:38,Tablet,SU01398_20240210101903
E00014448,U01398,P0126,view,2024-09-18 05:14:52,Mobile,SU01398_20240918051352
E00014449,U01398,P0126,add_to_cart,2024-09-18 05:16:58,Mobile,SU01398_20240918051352
E00014450,U01398,P0088,view,2024-12-12 22:17:07,Mobile,SU01398_20241212221652
E00014451,U01398,P0199,view,2024-10-30 04:50:00,Mobile,SU01398_20241030044610
E00014452,U01398,P0068,view,2024-03-05 03:30:04,Mobile,SU01398_20240305032954
E00014453,U01398,P0032,view,2024-07-29 17:03:00,Desktop,SU01398_20240729170141
E00014454,U01398,P0040,view,2024-01-26 01:57:19,Desktop,SU01398_20240126015308
E00014455,U01398,P0040,add_to_cart,2024-01-26 01:57:15,Mobile,SU01398_20240126015308
E00014456,U01398,P0040,checkout,2024-01-26 01:54:49,Mobile,SU01398_20240126015308
E00014457,U01399,P0073,view,2024-06-16 13:46:03,Mobile,SU01399_20240616134255
E00014458,U01399,P0178,view,2024-11-07 00:59:55,Tablet,SU01399_20241107005812
E00014459,U01399,P0178,add_to_cart,2024-11-07 01:02:26,Mobile,SU01399_20241107005812
E00014460,U01399,P0164,view,2024-08-02 02:21:42,Mobile,SU01399_20240802022117
E00014461,U01399,P0164,add_to_cart,2024-08-02 02:23:41,Mobile,SU01399_20240802022117
E00014462,U01399,P0087,view,2024-10-08 08:00:22,Mobile,SU01399_20241008075538
E00014463,U01399,P0087,add_to_cart,2024-10-08 07:58:06,Tablet,SU01399_20241008075538
E00014464,U01399,P0087,checkout,2024-10-08 07:58:30,Tablet,SU01399_20241008075538
E00014465,U01399,P0094,view,2024-04-30 00:08:44,Mobile,SU01399_20240430000502
E00014466,U01399,P0032,view,2024-12-16 08:58:58,Mobile,SU01399_20241216085521
E00014467,U01399,P0170,view,2024-05-25 06:35:24,Mobile,SU01399_20240525063335
E00014468,U01399,P0170,add_to_cart,2024-05-25 06:37:42,Desktop,SU01399_20240525063335
E00014469,U01400,P0196,view,2024-11-12 08:59:05,Mobile,SU01400_20241112085533
E00014470,U01400,P0014,view,2024-09-10 21:50:12,Mobile,SU01400_20240910214526
E00014471,U01400,P0157,view,2024-06-13 04:07:37,Mobile,SU01400_20240613040435
E00014472,U01400,P0078,view,2024-11-14 13:07:34,Desktop,SU01400_20241114130237
E00014473,U01400,P0078,add_to_cart,2024-11-14 13:06:54,Mobile,SU01400_20241114130237
E00014474,U01400,P0078,checkout,2024-11-14 13:03:03,Mobile,SU01400_20241114130237
E00014475,U01400,P0078,purchase,2024-11-14 13:03:17,Mobile,SU01400_20241114130237
E00014476,U01400,P0122,view,2024-02-08 18:01:17,Mobile,SU01400_20240208180032
E00014477,U01401,P0085,view,2024-07-06 10:37:41,Desktop,SU01401_20240706103340
E00014478,U01401,P0197,view,2024-02-27 15:20:22,Desktop,SU01401_20240227151901
E00014479,U01401,P0197,add_to_cart,2024-02-27 15:23:57,Desktop,SU01401_20240227151901
E00014480,U01401,P0197,checkout,2024-02-27 15:20:59,Tablet,SU01401_20240227151901
E00014481,U01401,P0197,purchase,2024-02-27 15:23:45,Mobile,SU01401_20240227151901
E00014482,U01401,P0099,view,2024-05-08 04:03:35,Tablet,SU01401_20240508040312
E00014483,U01401,P0158,view,2024-08-11 21:38:49,Mobile,SU01401_20240811213645
E00014484,U01401,P0172,view,2024-06-13 18:51:53,Desktop,SU01401_20240613184818
E00014485,U01401,P0172,add_to_cart,2024-06-13 18:53:12,Mobile,SU01401_20240613184818
E00014486,U01401,P0133,view,2024-03-14 17:02:58,Tablet,SU01401_20240314165839
E00014487,U01401,P0166,view,2024-04-15 14:50:13,Mobile,SU01401_20240415145001
E00014488,U01401,P0009,view,2024-02-04 19:34:15,Desktop,SU01401_20240204193107
E00014489,U01402,P0196,view,2024-12-11 11:19:53,Mobile,SU01402_20241211111511
E00014490,U01402,P0196,add_to_cart,2024-12-11 11:15:51,Tablet,SU01402_20241211111511
E00014491,U01402,P0196,checkout,2024-12-11 11:18:20,Desktop,SU01402_20241211111511
E00014492,U01402,P0045,view,2024-10-17 20:20:46,Mobile,SU01402_20241017202024
E00014493,U01402,P0045,add_to_cart,2024-10-17 20:22:49,Desktop,SU01402_20241017202024
E00014494,U01402,P0045,checkout,2024-10-17 20:22:01,Mobile,SU01402_20241017202024
E00014495,U01402,P0045,purchase,2024-10-17 20:22:25,Mobile,SU01402_20241017202024
E00014496,U01402,P0182,view,2024-05-21 18:43:37,Mobile,SU01402_20240521184146
E00014497,U01402,P0111,view,2024-06-29 06:19:46,Desktop,SU01402_20240629061742
E00014498,U01402,P0011,view,2024-04-21 08:33:53,Tablet,SU01402_20240421083219
E00014499,U01402,P0171,view,2024-04-06 22:57:53,Tablet,SU01402_20240406225553
E00014500,U01402,P0163,view,2024-03-23 14:50:01,Mobile,SU01402_20240323144612
E00014501,U01403,P0168,view,2024-05-13 09:51:40,Desktop,SU01403_20240513095108
E00014502,U01403,P0158,view,2024-01-11 00:09:08,Mobile,SU01403_20240111000720
E00014503,U01403,P0073,view,2024-01-26 12:26:25,Mobile,SU01403_20240126122235
E00014504,U01403,P0193,view,2024-01-09 04:16:14,Mobile,SU01403_20240109041243
E00014505,U01403,P0111,view,2024-09-03 00:48:39,Desktop,SU01403_20240903004513
E00014506,U01403,P0111,add_to_cart,2024-09-03 00:47:32,Mobile,SU01403_20240903004513
E00014507,U01404,P0035,view,2024-02-24 19:46:07,Desktop,SU01404_20240224194603
E00014508,U01404,P0077,view,2024-06-19 17:29:18,Desktop,SU01404_20240619172456
E00014509,U01404,P0048,view,2024-09-14 23:30:29,Mobile,SU01404_20240914232759
E00014510,U01404,P0048,add_to_cart,2024-09-14 23:31:26,Tablet,SU01404_20240914232759
E00014511,U01404,P0048,checkout,2024-09-14 23:32:05,Desktop,SU01404_20240914232759
E00014512,U01404,P0048,purchase,2024-09-14 23:31:30,Mobile,SU01404_20240914232759
E00014513,U01405,P0079,view,2024-12-19 13:10:07,Desktop,SU01405_20241219130747
E00014514,U01405,P0066,view,2024-10-13 09:46:55,Mobile,SU01405_20241013094258
E00014515,U01405,P0050,view,2024-06-07 05:39:45,Mobile,SU01405_20240607053820
E00014516,U01406,P0154,view,2024-11-27 23:32:17,Mobile,SU01406_20241127232835
E00014517,U01406,P0114,view,2024-03-12 03:44:55,Tablet,SU01406_20240312034208
E00014518,U01406,P0175,view,2024-08-20 15:47:25,Mobile,SU01406_20240820154244
E00014519,U01407,P0078,view,2024-03-27 06:31:55,Desktop,SU01407_20240327062936
E00014520,U01407,P0044,view,2024-01-19 01:41:27,Mobile,SU01407_20240119013848
E00014521,U01407,P0115,view,2024-09-07 06:25:07,Mobile,SU01407_20240907062422
E00014522,U01407,P0115,add_to_cart,2024-09-07 06:26:33,Mobile,SU01407_20240907062422
E00014523,U01407,P0115,checkout,2024-09-07 06:26:13,Mobile,SU01407_20240907062422
E00014524,U01407,P0146,view,2024-07-12 03:31:10,Mobile,SU01407_20240712032819
E00014525,U01407,P0146,add_to_cart,2024-07-12 03:31:06,Mobile,SU01407_20240712032819
E00014526,U01407,P0146,checkout,2024-07-12 03:32:02,Mobile,SU01407_20240712032819
E00014527,U01407,P0146,purchase,2024-07-12 03:29:32,Mobile,SU01407_20240712032819
E00014528,U01407,P0051,view,2024-01-26 06:38:07,Desktop,SU01407_20240126063545
E00014529,U01407,P0051,add_to_cart,2024-01-26 06:37:03,Mobile,SU01407_20240126063545
E00014530,U01407,P0150,view,2024-08-01 12:45:24,Desktop,SU01407_20240801124519
E00014531,U01407,P0145,view,2024-09-07 02:40:56,Mobile,SU01407_20240907023744
E00014532,U01407,P0145,add_to_cart,2024-09-07 02:41:02,Desktop,SU01407_20240907023744
E00014533,U01407,P0145,checkout,2024-09-07 02:42:09,Mobile,SU01407_20240907023744
E00014534,U01407,P0145,purchase,2024-09-07 02:38:46,Mobile,SU01407_20240907023744
E00014535,U01407,P0170,view,2024-05-27 07:45:33,Desktop,SU01407_20240527074058
E00014536,U01407,P0170,add_to_cart,2024-05-27 07:42:09,Mobile,SU01407_20240527074058
E00014537,U01407,P0038,view,2024-11-09 12:00:25,Desktop,SU01407_20241109115821
E00014538,U01407,P0167,view,2024-03-15 09:56:24,Desktop,SU01407_20240315095515
E00014539,U01407,P0167,add_to_cart,2024-03-15 10:00:01,Mobile,SU01407_20240315095515
E00014540,U01407,P0167,checkout,2024-03-15 09:56:50,Desktop,SU01407_20240315095515
E00014541,U01407,P0058,view,2024-05-15 20:32:30,Mobile,SU01407_20240515202831
E00014542,U01407,P0058,add_to_cart,2024-05-15 20:32:39,Desktop,SU01407_20240515202831
E00014543,U01408,P0199,view,2024-01-18 19:35:01,Mobile,SU01408_20240118193243
E00014544,U01408,P0199,add_to_cart,2024-01-18 19:36:01,Desktop,SU01408_20240118193243
E00014545,U01408,P0017,view,2024-01-15 17:04:04,Mobile,SU01408_20240115170220
E00014546,U01408,P0126,view,2024-11-29 04:25:43,Desktop,SU01408_20241129042309
E00014547,U01408,P0134,view,2024-10-21 22:24:56,Mobile,SU01408_20241021222209
E00014548,U01409,P0063,view,2024-06-26 00:11:46,Mobile,SU01409_20240626001120
E00014549,U01409,P0085,view,2024-08-18 11:48:13,Tablet,SU01409_20240818114526
E00014550,U01409,P0176,view,2024-09-29 12:47:27,Desktop,SU01409_20240929124441
E00014551,U01409,P0116,view,2024-10-30 03:27:11,Mobile,SU01409_20241030032347
E00014552,U01409,P0171,view,2024-03-01 21:39:28,Mobile,SU01409_20240301213618
E00014553,U01409,P0118,view,2024-03-29 13:58:51,Mobile,SU01409_20240329135434
E00014554,U01409,P0174,view,2024-09-15 11:09:44,Mobile,SU01409_20240915110943
E00014555,U01409,P0174,add_to_cart,2024-09-15 11:12:43,Desktop,SU01409_20240915110943
E00014556,U01409,P0174,checkout,2024-09-15 11:10:50,Desktop,SU01409_20240915110943
E00014557,U01410,P0164,view,2024-09-12 16:46:41,Mobile,SU01410_20240912164236
E00014558,U01410,P0067,view,2024-08-15 03:58:57,Desktop,SU01410_20240815035647
E00014559,U01410,P0068,view,2024-11-27 20:01:20,Mobile,SU01410_20241127195931
E00014560,U01410,P0058,view,2024-04-28 00:03:29,Desktop,SU01410_20240428000205
E00014561,U01411,P0095,view,2024-06-14 16:29:23,Tablet,SU01411_20240614162553
E00014562,U01411,P0095,add_to_cart,2024-06-14 16:29:35,Mobile,SU01411_20240614162553
E00014563,U01411,P0095,checkout,2024-06-14 16:28:01,Mobile,SU01411_20240614162553
E00014564,U01411,P0046,view,2024-02-03 13:23:25,Desktop,SU01411_20240203132304
E00014565,U01411,P0046,add_to_cart,2024-02-03 13:24:21,Desktop,SU01411_20240203132304
E00014566,U01411,P0046,checkout,2024-02-03 13:27:25,Mobile,SU01411_20240203132304
E00014567,U01411,P0046,purchase,2024-02-03 13:25:12,Mobile,SU01411_20240203132304
E00014568,U01411,P0117,view,2024-01-14 05:04:36,Mobile,SU01411_20240114050345
E00014569,U01411,P0036,view,2024-02-07 10:14:58,Mobile,SU01411_20240207101433
E00014570,U01411,P0036,add_to_cart,2024-02-07 10:15:15,Mobile,SU01411_20240207101433
E00014571,U01411,P0024,view,2024-10-01 11:17:45,Mobile,SU01411_20241001111253
